what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.ajdt.examples,2.1.2.e36x-20101113-1400,"org.eclipse.ajdt.examples",1295054490281
stopped,bundle,com.springsource.sts.config.flow,2.5.1.201011111000-RELEASE,"com.springsource.sts.config.flow",1295054490281
stopped,bundle,com.springsource.sts.content.core,2.5.1.201011111000-RELEASE,"com.springsource.sts.content.core",1295054490281
stopped,bundle,com.springsource.sts.config.core,2.5.1.201011111000-RELEASE,"com.springsource.sts.config.core",1295054490281
stopped,bundle,com.springsource.sts.ui,2.5.1.201011111000-RELEASE,"com.springsource.sts.ui",1295054490281
stopped,bundle,com.springsource.sts.core,2.5.1.201011111000-RELEASE,"com.springsource.sts.core",1295054490281
stopped,bundle,com.springsource.sts.ide.osgi,2.5.1.201011111000-RELEASE,"com.springsource.sts.ide.osgi",1295054490281
stopped,bundle,org.springframework.ide.eclipse.aop.mylyn,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.aop.mylyn",1295054490281
stopped,bundle,org.springframework.ide.eclipse.aop.ui.matcher,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.aop.ui.matcher",1295054490281
stopped,bundle,org.springframework.ide.eclipse.aop.ui,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.aop.ui",1295054490281
stopped,bundle,org.springframework.ide.eclipse.security,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.security",1295054490281
stopped,bundle,org.springframework.ide.eclipse.aop.core,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.aop.core",1295054490281
stopped,bundle,org.springframework.ide.eclipse.batch,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.batch",1295054490281
stopped,bundle,org.springframework.ide.eclipse.beans.ui.autowire,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.beans.ui.autowire",1295054490281
stopped,bundle,org.springframework.ide.eclipse.beans.core.autowire,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.beans.core.autowire",1295054490281
stopped,bundle,org.springframework.ide.eclipse.beans.ui.refactoring,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.beans.ui.refactoring",1295054490281
stopped,bundle,org.springframework.ide.eclipse.integration,2.5.1.201011101000-RELEASE,"org.springframework.ide.eclipse.integration",1295054490281
